aaag,ysag,cobi,aaa,ysa,Rate,UUI,LUI,Sex
40-59,6-10,100+,40,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,41,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,42,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,43,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,44,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,45,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,46,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,47,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,48,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,49,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,50,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,51,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,52,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,53,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,54,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,55,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,56,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,57,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,58,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,100+,59,10,0.000802267,0.001403974,0.000445137,Both
40-59,6-10,<100,40,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,41,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,42,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,43,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,44,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,45,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,46,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,47,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,48,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,49,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,50,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,51,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,52,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,53,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,54,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,55,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,56,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,57,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,58,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,59,6,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,40,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,41,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,42,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,43,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,44,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,45,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,46,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,47,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,48,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,49,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,50,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,51,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,52,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,53,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,54,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,55,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,56,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,57,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,58,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,59,7,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,40,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,41,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,42,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,43,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,44,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,45,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,46,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,47,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,48,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,49,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,50,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,51,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,52,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,53,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,54,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,55,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,56,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,57,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,58,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,59,8,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,40,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,41,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,42,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,43,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,44,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,45,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,46,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,47,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,48,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,49,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,50,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,51,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,52,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,53,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,54,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,55,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,56,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,57,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,58,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,59,9,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,40,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,41,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,42,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,43,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,44,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,45,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,46,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,47,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,48,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,49,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,50,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,51,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,52,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,53,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,54,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,55,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,56,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,57,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,58,10,0.000435491,0.001216633,0.000132006,Both
40-59,6-10,<100,59,10,0.000435491,0.001216633,0.000132006,Both
40-59,11-20,100+,40,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,11,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,12,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,13,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,14,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,15,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,16,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,17,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,18,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,19,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,40,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,41,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,42,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,43,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,44,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,45,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,46,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,47,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,48,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,49,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,50,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,51,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,52,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,53,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,54,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,55,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,56,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,57,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,58,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,100+,59,20,0.00089482,0.001590627,0.000540631,Both
40-59,11-20,<100,40,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,41,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,42,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,43,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,44,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,45,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,46,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,47,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,48,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,49,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,50,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,51,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,52,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,53,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,54,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,55,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,56,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,57,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,58,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,59,11,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,40,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,41,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,42,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,43,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,44,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,45,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,46,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,47,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,48,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,49,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,50,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,51,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,52,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,53,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,54,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,55,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,56,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,57,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,58,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,59,12,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,40,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,41,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,42,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,43,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,44,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,45,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,46,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,47,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,48,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,49,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,50,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,51,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,52,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,53,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,54,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,55,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,56,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,57,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,58,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,59,13,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,40,14,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,41,14,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,42,14,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,43,14,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,44,14,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,45,14,0.000727901,0.002035323,0.000245384,Both
40-59,11-20,<100,46,14,0.000727901,0.002035323,0.000245384,Both
