aaag,ysag,aaa,ysa,rate,upper,lower
5-19,11+,15,90,1,1,1
5-19,11+,16,90,1,1,1
5-19,11+,17,90,1,1,1
5-19,11+,18,90,1,1,1
5-19,11+,19,90,1,1,1
5-19,11+,11,91,1,1,1
5-19,11+,12,91,1,1,1
5-19,11+,13,91,1,1,1
5-19,11+,14,91,1,1,1
5-19,11+,15,91,1,1,1
5-19,11+,16,91,1,1,1
5-19,11+,17,91,1,1,1
5-19,11+,18,91,1,1,1
5-19,11+,19,91,1,1,1
5-19,11+,11,92,1,1,1
5-19,11+,12,92,1,1,1
5-19,11+,13,92,1,1,1
5-19,11+,14,92,1,1,1
5-19,11+,15,92,1,1,1
5-19,11+,16,92,1,1,1
5-19,11+,17,92,1,1,1
5-19,11+,18,92,1,1,1
5-19,11+,19,92,1,1,1
5-19,11+,11,93,1,1,1
5-19,11+,12,93,1,1,1
5-19,11+,13,93,1,1,1
5-19,11+,14,93,1,1,1
5-19,11+,15,93,1,1,1
5-19,11+,16,93,1,1,1
5-19,11+,17,93,1,1,1
5-19,11+,18,93,1,1,1
5-19,11+,19,93,1,1,1
5-19,11+,11,94,1,1,1
5-19,11+,12,94,1,1,1
5-19,11+,13,94,1,1,1
5-19,11+,14,94,1,1,1
5-19,11+,15,94,1,1,1
5-19,11+,16,94,1,1,1
5-19,11+,17,94,1,1,1
5-19,11+,18,94,1,1,1
5-19,11+,19,94,1,1,1
5-19,11+,11,95,1,1,1
5-19,11+,12,95,1,1,1
5-19,11+,13,95,1,1,1
5-19,11+,14,95,1,1,1
5-19,11+,15,95,1,1,1
5-19,11+,16,95,1,1,1
5-19,11+,17,95,1,1,1
5-19,11+,18,95,1,1,1
5-19,11+,19,95,1,1,1
5-19,11+,11,96,1,1,1
5-19,11+,12,96,1,1,1
5-19,11+,13,96,1,1,1
5-19,11+,14,96,1,1,1
5-19,11+,15,96,1,1,1
5-19,11+,16,96,1,1,1
5-19,11+,17,96,1,1,1
5-19,11+,18,96,1,1,1
5-19,11+,19,96,1,1,1
5-19,11+,11,97,1,1,1
5-19,11+,12,97,1,1,1
5-19,11+,13,97,1,1,1
5-19,11+,14,97,1,1,1
5-19,11+,15,97,1,1,1
5-19,11+,16,97,1,1,1
5-19,11+,17,97,1,1,1
5-19,11+,18,97,1,1,1
5-19,11+,19,97,1,1,1
5-19,11+,11,98,1,1,1
5-19,11+,12,98,1,1,1
5-19,11+,13,98,1,1,1
5-19,11+,14,98,1,1,1
5-19,11+,15,98,1,1,1
5-19,11+,16,98,1,1,1
5-19,11+,17,98,1,1,1
5-19,11+,18,98,1,1,1
5-19,11+,19,98,1,1,1
5-19,11+,11,99,1,1,1
5-19,11+,12,99,1,1,1
5-19,11+,13,99,1,1,1
5-19,11+,14,99,1,1,1
5-19,11+,15,99,1,1,1
5-19,11+,16,99,1,1,1
5-19,11+,17,99,1,1,1
5-19,11+,18,99,1,1,1
5-19,11+,19,99,1,1,1
5-19,11+,11,100,1,1,1
5-19,11+,12,100,1,1,1
5-19,11+,13,100,1,1,1
5-19,11+,14,100,1,1,1
5-19,11+,15,100,1,1,1
5-19,11+,16,100,1,1,1
5-19,11+,17,100,1,1,1
5-19,11+,18,100,1,1,1
5-19,11+,19,100,1,1,1
5-19,11+,11,101,1,1,1
5-19,11+,12,101,1,1,1
5-19,11+,13,101,1,1,1
5-19,11+,14,101,1,1,1
5-19,11+,15,101,1,1,1
5-19,11+,16,101,1,1,1
5-19,11+,17,101,1,1,1
5-19,11+,18,101,1,1,1
5-19,11+,19,101,1,1,1
5-19,11+,11,102,1,1,1
5-19,11+,12,102,1,1,1
5-19,11+,13,102,1,1,1
5-19,11+,14,102,1,1,1
5-19,11+,15,102,1,1,1
5-19,11+,16,102,1,1,1
5-19,11+,17,102,1,1,1
5-19,11+,18,102,1,1,1
5-19,11+,19,102,1,1,1
5-19,11+,11,103,1,1,1
5-19,11+,12,103,1,1,1
5-19,11+,13,103,1,1,1
5-19,11+,14,103,1,1,1
5-19,11+,15,103,1,1,1
5-19,11+,16,103,1,1,1
5-19,11+,17,103,1,1,1
5-19,11+,18,103,1,1,1
5-19,11+,19,103,1,1,1
5-19,11+,11,104,1,1,1
5-19,11+,12,104,1,1,1
5-19,11+,13,104,1,1,1
5-19,11+,14,104,1,1,1
5-19,11+,15,104,1,1,1
5-19,11+,16,104,1,1,1
5-19,11+,17,104,1,1,1
5-19,11+,18,104,1,1,1
5-19,11+,19,104,1,1,1
5-19,11+,11,105,1,1,1
5-19,11+,12,105,1,1,1
5-19,11+,13,105,1,1,1
5-19,11+,14,105,1,1,1
5-19,11+,15,105,1,1,1
5-19,11+,16,105,1,1,1
5-19,11+,17,105,1,1,1
5-19,11+,18,105,1,1,1
5-19,11+,19,105,1,1,1
5-19,11+,11,106,1,1,1
5-19,11+,12,106,1,1,1
5-19,11+,13,106,1,1,1
5-19,11+,14,106,1,1,1
5-19,11+,15,106,1,1,1
5-19,11+,16,106,1,1,1
5-19,11+,17,106,1,1,1
5-19,11+,18,106,1,1,1
5-19,11+,19,106,1,1,1
5-19,11+,11,107,1,1,1
5-19,11+,12,107,1,1,1
5-19,11+,13,107,1,1,1
5-19,11+,14,107,1,1,1
5-19,11+,15,107,1,1,1
5-19,11+,16,107,1,1,1
5-19,11+,17,107,1,1,1
5-19,11+,18,107,1,1,1
5-19,11+,19,107,1,1,1
5-19,11+,11,108,1,1,1
5-19,11+,12,108,1,1,1
5-19,11+,13,108,1,1,1
5-19,11+,14,108,1,1,1
5-19,11+,15,108,1,1,1
5-19,11+,16,108,1,1,1
5-19,11+,17,108,1,1,1
5-19,11+,18,108,1,1,1
5-19,11+,19,108,1,1,1
5-19,11+,11,109,1,1,1
5-19,11+,12,109,1,1,1
5-19,11+,13,109,1,1,1
5-19,11+,14,109,1,1,1
5-19,11+,15,109,1,1,1
5-19,11+,16,109,1,1,1
5-19,11+,17,109,1,1,1
5-19,11+,18,109,1,1,1
5-19,11+,19,109,1,1,1
5-19,11+,11,110,1,1,1
5-19,11+,12,110,1,1,1
5-19,11+,13,110,1,1,1
5-19,11+,14,110,1,1,1
5-19,11+,15,110,1,1,1
5-19,11+,16,110,1,1,1
5-19,11+,17,110,1,1,1
5-19,11+,18,110,1,1,1
5-19,11+,19,110,1,1,1
20-29,0,20,0,0.733870968,0.901030934,0.590867123
20-29,0,21,0,0.733870968,0.901030934,0.590867123
20-29,0,22,0,0.733870968,0.901030934,0.590867123
20-29,0,23,0,0.733870968,0.901030934,0.590867123
20-29,0,24,0,0.733870968,0.901030934,0.590867123
20-29,0,25,0,0.733870968,0.901030934,0.590867123
20-29,0,26,0,0.733870968,0.901030934,0.590867123
20-29,0,27,0,0.733870968,0.901030934,0.590867123
20-29,0,28,0,0.733870968,0.901030934,0.590867123
20-29,0,29,0,0.733870968,0.901030934,0.590867123
20-29,1,20,1,1,1,1
20-29,1,21,1,1,1,1
20-29,1,22,1,1,1,1
20-29,1,23,1,1,1,1
20-29,1,24,1,1,1,1
20-29,1,25,1,1,1,1
20-29,1,26,1,1,1,1
20-29,1,27,1,1,1,1
20-29,1,28,1,1,1,1
20-29,1,29,1,1,1,1
20-29,2-5,20,2,1,1,1
20-29,2-5,21,2,1,1,1
20-29,2-5,22,2,1,1,1
20-29,2-5,23,2,1,1,1
20-29,2-5,24,2,1,1,1
20-29,2-5,25,2,1,1,1
20-29,2-5,26,2,1,1,1
20-29,2-5,27,2,1,1,1
20-29,2-5,28,2,1,1,1
20-29,2-5,29,2,1,1,1
20-29,2-5,20,3,1,1,1
20-29,2-5,21,3,1,1,1
20-29,2-5,22,3,1,1,1
20-29,2-5,23,3,1,1,1
20-29,2-5,24,3,1,1,1
20-29,2-5,25,3,1,1,1
20-29,2-5,26,3,1,1,1
20-29,2-5,27,3,1,1,1
20-29,2-5,28,3,1,1,1
20-29,2-5,29,3,1,1,1
20-29,2-5,20,4,1,1,1
20-29,2-5,21,4,1,1,1
20-29,2-5,22,4,1,1,1
20-29,2-5,23,4,1,1,1
20-29,2-5,24,4,1,1,1
20-29,2-5,25,4,1,1,1
20-29,2-5,26,4,1,1,1
20-29,2-5,27,4,1,1,1
20-29,2-5,28,4,1,1,1
20-29,2-5,29,4,1,1,1
20-29,2-5,20,5,1,1,1
20-29,2-5,21,5,1,1,1
20-29,2-5,22,5,1,1,1
20-29,2-5,23,5,1,1,1
20-29,2-5,24,5,1,1,1
20-29,2-5,25,5,1,1,1
20-29,2-5,26,5,1,1,1
20-29,2-5,27,5,1,1,1
20-29,2-5,28,5,1,1,1
20-29,2-5,29,5,1,1,1
20-29,6-10,20,6,1,1,1
20-29,6-10,21,6,1,1,1
20-29,6-10,22,6,1,1,1
20-29,6-10,23,6,1,1,1
20-29,6-10,24,6,1,1,1
20-29,6-10,25,6,1,1,1
20-29,6-10,26,6,1,1,1
20-29,6-10,27,6,1,1,1
20-29,6-10,28,6,1,1,1
20-29,6-10,29,6,1,1,1
20-29,6-10,20,7,1,1,1
20-29,6-10,21,7,1,1,1
20-29,6-10,22,7,1,1,1
20-29,6-10,23,7,1,1,1
20-29,6-10,24,7,1,1,1
20-29,6-10,25,7,1,1,1
20-29,6-10,26,7,1,1,1
20-29,6-10,27,7,1,1,1
20-29,6-10,28,7,1,1,1
20-29,6-10,29,7,1,1,1
20-29,6-10,20,8,1,1,1
20-29,6-10,21,8,1,1,1
20-29,6-10,22,8,1,1,1
20-29,6-10,23,8,1,1,1
20-29,6-10,24,8,1,1,1
20-29,6-10,25,8,1,1,1
20-29,6-10,26,8,1,1,1
20-29,6-10,27,8,1,1,1
20-29,6-10,28,8,1,1,1
20-29,6-10,29,8,1,1,1
20-29,6-10,20,9,1,1,1
20-29,6-10,21,9,1,1,1
20-29,6-10,22,9,1,1,1
20-29,6-10,23,9,1,1,1
20-29,6-10,24,9,1,1,1
20-29,6-10,25,9,1,1,1
20-29,6-10,26,9,1,1,1
20-29,6-10,27,9,1,1,1
20-29,6-10,28,9,1,1,1
20-29,6-10,29,9,1,1,1
20-29,6-10,20,10,1,1,1
20-29,6-10,21,10,1,1,1
20-29,6-10,22,10,1,1,1
20-29,6-10,23,10,1,1,1
20-29,6-10,24,10,1,1,1
20-29,6-10,25,10,1,1,1
20-29,6-10,26,10,1,1,1
20-29,6-10,27,10,1,1,1
20-29,6-10,28,10,1,1,1
20-29,6-10,29,10,1,1,1
20-29,11+,20,11,1,1,1
20-29,11+,21,11,1,1,1
20-29,11+,22,11,1,1,1
20-29,11+,23,11,1,1,1
20-29,11+,24,11,1,1,1
20-29,11+,25,11,1,1,1
20-29,11+,26,11,1,1,1
20-29,11+,27,11,1,1,1
20-29,11+,28,11,1,1,1
20-29,11+,29,11,1,1,1
20-29,11+,20,12,1,1,1
20-29,11+,21,12,1,1,1
20-29,11+,22,12,1,1,1
20-29,11+,23,12,1,1,1
20-29,11+,24,12,1,1,1
20-29,11+,25,12,1,1,1
20-29,11+,26,12,1,1,1
20-29,11+,27,12,1,1,1
20-29,11+,28,12,1,1,1
20-29,11+,29,12,1,1,1
20-29,11+,20,13,1,1,1
20-29,11+,21,13,1,1,1
20-29,11+,22,13,1,1,1
20-29,11+,23,13,1,1,1
20-29,11+,24,13,1,1,1
20-29,11+,25,13,1,1,1
20-29,11+,26,13,1,1,1
20-29,11+,27,13,1,1,1
20-29,11+,28,13,1,1,1
20-29,11+,29,13,1,1,1
20-29,11+,20,14,1,1,1
20-29,11+,21,14,1,1,1
20-29,11+,22,14,1,1,1
20-29,11+,23,14,1,1,1
20-29,11+,24,14,1,1,1
20-29,11+,25,14,1,1,1
20-29,11+,26,14,1,1,1
20-29,11+,27,14,1,1,1
20-29,11+,28,14,1,1,1
20-29,11+,29,14,1,1,1
20-29,11+,20,15,1,1,1
20-29,11+,21,15,1,1,1
20-29,11+,22,15,1,1,1
20-29,11+,23,15,1,1,1
20-29,11+,24,15,1,1,1
20-29,11+,25,15,1,1,1
20-29,11+,26,15,1,1,1
20-29,11+,27,15,1,1,1
20-29,11+,28,15,1,1,1
20-29,11+,29,15,1,1,1
20-29,11+,20,16,1,1,1
20-29,11+,21,16,1,1,1
20-29,11+,22,16,1,1,1
20-29,11+,23,16,1,1,1
20-29,11+,24,16,1,1,1
20-29,11+,25,16,1,1,1
20-29,11+,26,16,1,1,1
20-29,11+,27,16,1,1,1
20-29,11+,28,16,1,1,1
20-29,11+,29,16,1,1,1
20-29,11+,20,17,1,1,1
20-29,11+,21,17,1,1,1
20-29,11+,22,17,1,1,1
20-29,11+,23,17,1,1,1
20-29,11+,24,17,1,1,1
20-29,11+,25,17,1,1,1
20-29,11+,26,17,1,1,1
20-29,11+,27,17,1,1,1
20-29,11+,28,17,1,1,1
20-29,11+,29,17,1,1,1
20-29,11+,20,18,1,1,1
20-29,11+,21,18,1,1,1
20-29,11+,22,18,1,1,1
20-29,11+,23,18,1,1,1
20-29,11+,24,18,1,1,1
20-29,11+,25,18,1,1,1
20-29,11+,26,18,1,1,1
20-29,11+,27,18,1,1,1
20-29,11+,28,18,1,1,1
20-29,11+,29,18,1,1,1
20-29,11+,20,19,1,1,1
20-29,11+,21,19,1,1,1
20-29,11+,22,19,1,1,1
20-29,11+,23,19,1,1,1
20-29,11+,24,19,1,1,1
20-29,11+,25,19,1,1,1
20-29,11+,26,19,1,1,1
20-29,11+,27,19,1,1,1
20-29,11+,28,19,1,1,1
20-29,11+,29,19,1,1,1
20-29,11+,20,20,1,1,1
20-29,11+,21,20,1,1,1
20-29,11+,22,20,1,1,1
20-29,11+,23,20,1,1,1
20-29,11+,24,20,1,1,1
20-29,11+,25,20,1,1,1
20-29,11+,26,20,1,1,1
20-29,11+,27,20,1,1,1
20-29,11+,28,20,1,1,1
20-29,11+,29,20,1,1,1
20-29,11+,20,21,1,1,1
20-29,11+,21,21,1,1,1
20-29,11+,22,21,1,1,1
20-29,11+,23,21,1,1,1
20-29,11+,24,21,1,1,1
20-29,11+,25,21,1,1,1
20-29,11+,26,21,1,1,1
20-29,11+,27,21,1,1,1
20-29,11+,28,21,1,1,1
20-29,11+,29,21,1,1,1
20-29,11+,20,22,1,1,1
20-29,11+,21,22,1,1,1
20-29,11+,22,22,1,1,1
20-29,11+,23,22,1,1,1
20-29,11+,24,22,1,1,1
20-29,11+,25,22,1,1,1
20-29,11+,26,22,1,1,1
20-29,11+,27,22,1,1,1
20-29,11+,28,22,1,1,1
20-29,11+,29,22,1,1,1
20-29,11+,20,23,1,1,1
20-29,11+,21,23,1,1,1
20-29,11+,22,23,1,1,1
20-29,11+,23,23,1,1,1
20-29,11+,24,23,1,1,1
20-29,11+,25,23,1,1,1
20-29,11+,26,23,1,1,1
20-29,11+,27,23,1,1,1
20-29,11+,28,23,1,1,1
20-29,11+,29,23,1,1,1
20-29,11+,20,24,1,1,1
20-29,11+,21,24,1,1,1
20-29,11+,22,24,1,1,1
20-29,11+,23,24,1,1,1
20-29,11+,24,24,1,1,1
20-29,11+,25,24,1,1,1
20-29,11+,26,24,1,1,1
20-29,11+,27,24,1,1,1
20-29,11+,28,24,1,1,1
20-29,11+,29,24,1,1,1
20-29,11+,20,25,1,1,1
20-29,11+,21,25,1,1,1
20-29,11+,22,25,1,1,1
20-29,11+,23,25,1,1,1
20-29,11+,24,25,1,1,1
20-29,11+,25,25,1,1,1
20-29,11+,26,25,1,1,1
20-29,11+,27,25,1,1,1
20-29,11+,28,25,1,1,1
20-29,11+,29,25,1,1,1
20-29,11+,20,26,1,1,1
20-29,11+,21,26,1,1,1
20-29,11+,22,26,1,1,1
20-29,11+,23,26,1,1,1
20-29,11+,24,26,1,1,1
20-29,11+,25,26,1,1,1
20-29,11+,26,26,1,1,1
20-29,11+,27,26,1,1,1
20-29,11+,28,26,1,1,1
20-29,11+,29,26,1,1,1
20-29,11+,20,27,1,1,1
20-29,11+,21,27,1,1,1
20-29,11+,22,27,1,1,1
20-29,11+,23,27,1,1,1
20-29,11+,24,27,1,1,1
20-29,11+,25,27,1,1,1
20-29,11+,26,27,1,1,1
20-29,11+,27,27,1,1,1
20-29,11+,28,27,1,1,1
20-29,11+,29,27,1,1,1
20-29,11+,20,28,1,1,1
20-29,11+,21,28,1,1,1
20-29,11+,22,28,1,1,1
20-29,11+,23,28,1,1,1
20-29,11+,24,28,1,1,1
20-29,11+,25,28,1,1,1
20-29,11+,26,28,1,1,1
20-29,11+,27,28,1,1,1
20-29,11+,28,28,1,1,1
20-29,11+,29,28,1,1,1
20-29,11+,20,29,1,1,1
20-29,11+,21,29,1,1,1
20-29,11+,22,29,1,1,1
20-29,11+,23,29,1,1,1
20-29,11+,24,29,1,1,1
20-29,11+,25,29,1,1,1
20-29,11+,26,29,1,1,1
20-29,11+,27,29,1,1,1
20-29,11+,28,29,1,1,1
20-29,11+,29,29,1,1,1
20-29,11+,20,30,1,1,1
20-29,11+,21,30,1,1,1
20-29,11+,22,30,1,1,1
20-29,11+,23,30,1,1,1
20-29,11+,24,30,1,1,1
20-29,11+,25,30,1,1,1
20-29,11+,26,30,1,1,1
20-29,11+,27,30,1,1,1
20-29,11+,28,30,1,1,1
20-29,11+,29,30,1,1,1
20-29,11+,20,31,1,1,1
20-29,11+,21,31,1,1,1
20-29,11+,22,31,1,1,1
20-29,11+,23,31,1,1,1
20-29,11+,24,31,1,1,1
20-29,11+,25,31,1,1,1
20-29,11+,26,31,1,1,1
20-29,11+,27,31,1,1,1
20-29,11+,28,31,1,1,1
20-29,11+,29,31,1,1,1
20-29,11+,20,32,1,1,1
20-29,11+,21,32,1,1,1
20-29,11+,22,32,1,1,1
20-29,11+,23,32,1,1,1
20-29,11+,24,32,1,1,1
20-29,11+,25,32,1,1,1
20-29,11+,26,32,1,1,1
20-29,11+,27,32,1,1,1
20-29,11+,28,32,1,1,1
20-29,11+,29,32,1,1,1
20-29,11+,20,33,1,1,1
20-29,11+,21,33,1,1,1
20-29,11+,22,33,1,1,1
20-29,11+,23,33,1,1,1
20-29,11+,24,33,1,1,1
20-29,11+,25,33,1,1,1
20-29,11+,26,33,1,1,1
20-29,11+,27,33,1,1,1
20-29,11+,28,33,1,1,1
20-29,11+,29,33,1,1,1
20-29,11+,20,34,1,1,1
20-29,11+,21,34,1,1,1
20-29,11+,22,34,1,1,1
20-29,11+,23,34,1,1,1
20-29,11+,24,34,1,1,1
20-29,11+,25,34,1,1,1
20-29,11+,26,34,1,1,1
20-29,11+,27,34,1,1,1
20-29,11+,28,34,1,1,1
20-29,11+,29,34,1,1,1
20-29,11+,20,35,1,1,1
20-29,11+,21,35,1,1,1
20-29,11+,22,35,1,1,1
20-29,11+,23,35,1,1,1
20-29,11+,24,35,1,1,1
20-29,11+,25,35,1,1,1
20-29,11+,26,35,1,1,1
20-29,11+,27,35,1,1,1
20-29,11+,28,35,1,1,1
20-29,11+,29,35,1,1,1
20-29,11+,20,36,1,1,1
20-29,11+,21,36,1,1,1
20-29,11+,22,36,1,1,1
20-29,11+,23,36,1,1,1
20-29,11+,24,36,1,1,1
20-29,11+,25,36,1,1,1
20-29,11+,26,36,1,1,1
20-29,11+,27,36,1,1,1
20-29,11+,28,36,1,1,1
20-29,11+,29,36,1,1,1
20-29,11+,20,37,1,1,1
20-29,11+,21,37,1,1,1
20-29,11+,22,37,1,1,1
20-29,11+,23,37,1,1,1
20-29,11+,24,37,1,1,1
20-29,11+,25,37,1,1,1
20-29,11+,26,37,1,1,1
20-29,11+,27,37,1,1,1
20-29,11+,28,37,1,1,1
20-29,11+,29,37,1,1,1
20-29,11+,20,38,1,1,1
20-29,11+,21,38,1,1,1
20-29,11+,22,38,1,1,1
20-29,11+,23,38,1,1,1
20-29,11+,24,38,1,1,1
20-29,11+,25,38,1,1,1
20-29,11+,26,38,1,1,1
20-29,11+,27,38,1,1,1
20-29,11+,28,38,1,1,1
20-29,11+,29,38,1,1,1
20-29,11+,20,39,1,1,1
20-29,11+,21,39,1,1,1
20-29,11+,22,39,1,1,1
20-29,11+,23,39,1,1,1
20-29,11+,24,39,1,1,1
20-29,11+,25,39,1,1,1
20-29,11+,26,39,1,1,1
20-29,11+,27,39,1,1,1
20-29,11+,28,39,1,1,1
20-29,11+,29,39,1,1,1
20-29,11+,20,40,1,1,1
20-29,11+,21,40,1,1,1
20-29,11+,22,40,1,1,1
20-29,11+,23,40,1,1,1
20-29,11+,24,40,1,1,1
20-29,11+,25,40,1,1,1
20-29,11+,26,40,1,1,1
20-29,11+,27,40,1,1,1
20-29,11+,28,40,1,1,1
20-29,11+,29,40,1,1,1
20-29,11+,20,41,1,1,1
20-29,11+,21,41,1,1,1
20-29,11+,22,41,1,1,1
20-29,11+,23,41,1,1,1
20-29,11+,24,41,1,1,1
20-29,11+,25,41,1,1,1
20-29,11+,26,41,1,1,1
20-29,11+,27,41,1,1,1
20-29,11+,28,41,1,1,1
20-29,11+,29,41,1,1,1
20-29,11+,20,42,1,1,1
20-29,11+,21,42,1,1,1
20-29,11+,22,42,1,1,1
20-29,11+,23,42,1,1,1
20-29,11+,24,42,1,1,1
20-29,11+,25,42,1,1,1
20-29,11+,26,42,1,1,1
20-29,11+,27,42,1,1,1
20-29,11+,28,42,1,1,1
20-29,11+,29,42,1,1,1
20-29,11+,20,43,1,1,1
20-29,11+,21,43,1,1,1
20-29,11+,22,43,1,1,1
20-29,11+,23,43,1,1,1
20-29,11+,24,43,1,1,1
20-29,11+,25,43,1,1,1
20-29,11+,26,43,1,1,1
20-29,11+,27,43,1,1,1
20-29,11+,28,43,1,1,1
20-29,11+,29,43,1,1,1
20-29,11+,20,44,1,1,1
20-29,11+,21,44,1,1,1
20-29,11+,22,44,1,1,1
20-29,11+,23,44,1,1,1
20-29,11+,24,44,1,1,1
20-29,11+,25,44,1,1,1
20-29,11+,26,44,1,1,1
20-29,11+,27,44,1,1,1
20-29,11+,28,44,1,1,1
20-29,11+,29,44,1,1,1
20-29,11+,20,45,1,1,1
20-29,11+,21,45,1,1,1
20-29,11+,22,45,1,1,1
20-29,11+,23,45,1,1,1
20-29,11+,24,45,1,1,1
20-29,11+,25,45,1,1,1
20-29,11+,26,45,1,1,1
20-29,11+,27,45,1,1,1
20-29,11+,28,45,1,1,1
20-29,11+,29,45,1,1,1
20-29,11+,20,46,1,1,1
20-29,11+,21,46,1,1,1
20-29,11+,22,46,1,1,1
20-29,11+,23,46,1,1,1
20-29,11+,24,46,1,1,1
20-29,11+,25,46,1,1,1
20-29,11+,26,46,1,1,1
20-29,11+,27,46,1,1,1
20-29,11+,28,46,1,1,1
20-29,11+,29,46,1,1,1
20-29,11+,20,47,1,1,1
20-29,11+,21,47,1,1,1
20-29,11+,22,47,1,1,1
20-29,11+,23,47,1,1,1
20-29,11+,24,47,1,1,1
20-29,11+,25,47,1,1,1
20-29,11+,26,47,1,1,1
20-29,11+,27,47,1,1,1
20-29,11+,28,47,1,1,1
20-29,11+,29,47,1,1,1
20-29,11+,20,48,1,1,1
20-29,11+,21,48,1,1,1
20-29,11+,22,48,1,1,1
20-29,11+,23,48,1,1,1
20-29,11+,24,48,1,1,1
20-29,11+,25,48,1,1,1
20-29,11+,26,48,1,1,1
20-29,11+,27,48,1,1,1
20-29,11+,28,48,1,1,1
20-29,11+,29,48,1,1,1
20-29,11+,20,49,1,1,1
20-29,11+,21,49,1,1,1
20-29,11+,22,49,1,1,1
20-29,11+,23,49,1,1,1
20-29,11+,24,49,1,1,1
20-29,11+,25,49,1,1,1
20-29,11+,26,49,1,1,1
20-29,11+,27,49,1,1,1
20-29,11+,28,49,1,1,1
20-29,11+,29,49,1,1,1
20-29,11+,20,50,1,1,1
20-29,11+,21,50,1,1,1
20-29,11+,22,50,1,1,1
20-29,11+,23,50,1,1,1
20-29,11+,24,50,1,1,1
20-29,11+,25,50,1,1,1
20-29,11+,26,50,1,1,1
20-29,11+,27,50,1,1,1
20-29,11+,28,50,1,1,1
20-29,11+,29,50,1,1,1
20-29,11+,20,51,1,1,1
20-29,11+,21,51,1,1,1
20-29,11+,22,51,1,1,1
20-29,11+,23,51,1,1,1
20-29,11+,24,51,1,1,1
20-29,11+,25,51,1,1,1
20-29,11+,26,51,1,1,1
20-29,11+,27,51,1,1,1
20-29,11+,28,51,1,1,1
20-29,11+,29,51,1,1,1
20-29,11+,20,52,1,1,1
20-29,11+,21,52,1,1,1
20-29,11+,22,52,1,1,1
20-29,11+,23,52,1,1,1
20-29,11+,24,52,1,1,1
20-29,11+,25,52,1,1,1
20-29,11+,26,52,1,1,1
20-29,11+,27,52,1,1,1
20-29,11+,28,52,1,1,1
20-29,11+,29,52,1,1,1
20-29,11+,20,53,1,1,1
20-29,11+,21,53,1,1,1
20-29,11+,22,53,1,1,1
20-29,11+,23,53,1,1,1
20-29,11+,24,53,1,1,1
20-29,11+,25,53,1,1,1
20-29,11+,26,53,1,1,1
20-29,11+,27,53,1,1,1
20-29,11+,28,53,1,1,1
20-29,11+,29,53,1,1,1
20-29,11+,20,54,1,1,1
20-29,11+,21,54,1,1,1
20-29,11+,22,54,1,1,1
20-29,11+,23,54,1,1,1
20-29,11+,24,54,1,1,1
20-29,11+,25,54,1,1,1
20-29,11+,26,54,1,1,1
20-29,11+,27,54,1,1,1
20-29,11+,28,54,1,1,1
20-29,11+,29,54,1,1,1
20-29,11+,20,55,1,1,1
20-29,11+,21,55,1,1,1
20-29,11+,22,55,1,1,1
20-29,11+,23,55,1,1,1
20-29,11+,24,55,1,1,1
20-29,11+,25,55,1,1,1
20-29,11+,26,55,1,1,1
20-29,11+,27,55,1,1,1
20-29,11+,28,55,1,1,1
20-29,11+,29,55,1,1,1
20-29,11+,20,56,1,1,1
20-29,11+,21,56,1,1,1
20-29,11+,22,56,1,1,1
20-29,11+,23,56,1,1,1
20-29,11+,24,56,1,1,1
20-29,11+,25,56,1,1,1
20-29,11+,26,56,1,1,1
20-29,11+,27,56,1,1,1
20-29,11+,28,56,1,1,1
20-29,11+,29,56,1,1,1
20-29,11+,20,57,1,1,1
20-29,11+,21,57,1,1,1
20-29,11+,22,57,1,1,1
20-29,11+,23,57,1,1,1
20-29,11+,24,57,1,1,1
20-29,11+,25,57,1,1,1
20-29,11+,26,57,1,1,1
20-29,11+,27,57,1,1,1
20-29,11+,28,57,1,1,1
20-29,11+,29,57,1,1,1
20-29,11+,20,58,1,1,1
20-29,11+,21,58,1,1,1
20-29,11+,22,58,1,1,1
20-29,11+,23,58,1,1,1
20-29,11+,24,58,1,1,1
20-29,11+,25,58,1,1,1
20-29,11+,26,58,1,1,1
20-29,11+,27,58,1,1,1
20-29,11+,28,58,1,1,1
20-29,11+,29,58,1,1,1
20-29,11+,20,59,1,1,1
20-29,11+,21,59,1,1,1
20-29,11+,22,59,1,1,1
20-29,11+,23,59,1,1,1
20-29,11+,24,59,1,1,1
20-29,11+,25,59,1,1,1
20-29,11+,26,59,1,1,1
20-29,11+,27,59,1,1,1
20-29,11+,28,59,1,1,1
20-29,11+,29,59,1,1,1
20-29,11+,20,60,1,1,1
20-29,11+,21,60,1,1,1
20-29,11+,22,60,1,1,1
20-29,11+,23,60,1,1,1
20-29,11+,24,60,1,1,1
20-29,11+,25,60,1,1,1
20-29,11+,26,60,1,1,1
20-29,11+,27,60,1,1,1
20-29,11+,28,60,1,1,1
20-29,11+,29,60,1,1,1
20-29,11+,20,61,1,1,1
20-29,11+,21,61,1,1,1
20-29,11+,22,61,1,1,1
20-29,11+,23,61,1,1,1
20-29,11+,24,61,1,1,1
20-29,11+,25,61,1,1,1
20-29,11+,26,61,1,1,1
20-29,11+,27,61,1,1,1
20-29,11+,28,61,1,1,1
20-29,11+,29,61,1,1,1
20-29,11+,20,62,1,1,1
20-29,11+,21,62,1,1,1
20-29,11+,22,62,1,1,1
20-29,11+,23,62,1,1,1
20-29,11+,24,62,1,1,1
