aaag,ysag,aaa,ysa,rate,upper,lower
30-49,11+,39,37,1,1,1
30-49,11+,40,37,1,1,1
30-49,11+,41,37,1,1,1
30-49,11+,42,37,1,1,1
30-49,11+,43,37,1,1,1
30-49,11+,44,37,1,1,1
30-49,11+,45,37,1,1,1
30-49,11+,46,37,1,1,1
30-49,11+,47,37,1,1,1
30-49,11+,48,37,1,1,1
30-49,11+,49,37,1,1,1
30-49,11+,30,38,1,1,1
30-49,11+,31,38,1,1,1
30-49,11+,32,38,1,1,1
30-49,11+,33,38,1,1,1
30-49,11+,34,38,1,1,1
30-49,11+,35,38,1,1,1
30-49,11+,36,38,1,1,1
30-49,11+,37,38,1,1,1
30-49,11+,38,38,1,1,1
30-49,11+,39,38,1,1,1
30-49,11+,40,38,1,1,1
30-49,11+,41,38,1,1,1
30-49,11+,42,38,1,1,1
30-49,11+,43,38,1,1,1
30-49,11+,44,38,1,1,1
30-49,11+,45,38,1,1,1
30-49,11+,46,38,1,1,1
30-49,11+,47,38,1,1,1
30-49,11+,48,38,1,1,1
30-49,11+,49,38,1,1,1
30-49,11+,30,39,1,1,1
30-49,11+,31,39,1,1,1
30-49,11+,32,39,1,1,1
30-49,11+,33,39,1,1,1
30-49,11+,34,39,1,1,1
30-49,11+,35,39,1,1,1
30-49,11+,36,39,1,1,1
30-49,11+,37,39,1,1,1
30-49,11+,38,39,1,1,1
30-49,11+,39,39,1,1,1
30-49,11+,40,39,1,1,1
30-49,11+,41,39,1,1,1
30-49,11+,42,39,1,1,1
30-49,11+,43,39,1,1,1
30-49,11+,44,39,1,1,1
30-49,11+,45,39,1,1,1
30-49,11+,46,39,1,1,1
30-49,11+,47,39,1,1,1
30-49,11+,48,39,1,1,1
30-49,11+,49,39,1,1,1
30-49,11+,30,40,1,1,1
30-49,11+,31,40,1,1,1
30-49,11+,32,40,1,1,1
30-49,11+,33,40,1,1,1
30-49,11+,34,40,1,1,1
30-49,11+,35,40,1,1,1
30-49,11+,36,40,1,1,1
30-49,11+,37,40,1,1,1
30-49,11+,38,40,1,1,1
30-49,11+,39,40,1,1,1
30-49,11+,40,40,1,1,1
30-49,11+,41,40,1,1,1
30-49,11+,42,40,1,1,1
30-49,11+,43,40,1,1,1
30-49,11+,44,40,1,1,1
30-49,11+,45,40,1,1,1
30-49,11+,46,40,1,1,1
30-49,11+,47,40,1,1,1
30-49,11+,48,40,1,1,1
30-49,11+,49,40,1,1,1
30-49,11+,30,41,1,1,1
30-49,11+,31,41,1,1,1
30-49,11+,32,41,1,1,1
30-49,11+,33,41,1,1,1
30-49,11+,34,41,1,1,1
30-49,11+,35,41,1,1,1
30-49,11+,36,41,1,1,1
30-49,11+,37,41,1,1,1
30-49,11+,38,41,1,1,1
30-49,11+,39,41,1,1,1
30-49,11+,40,41,1,1,1
30-49,11+,41,41,1,1,1
30-49,11+,42,41,1,1,1
30-49,11+,43,41,1,1,1
30-49,11+,44,41,1,1,1
30-49,11+,45,41,1,1,1
30-49,11+,46,41,1,1,1
30-49,11+,47,41,1,1,1
30-49,11+,48,41,1,1,1
30-49,11+,49,41,1,1,1
30-49,11+,30,42,1,1,1
30-49,11+,31,42,1,1,1
30-49,11+,32,42,1,1,1
30-49,11+,33,42,1,1,1
30-49,11+,34,42,1,1,1
30-49,11+,35,42,1,1,1
30-49,11+,36,42,1,1,1
30-49,11+,37,42,1,1,1
30-49,11+,38,42,1,1,1
30-49,11+,39,42,1,1,1
30-49,11+,40,42,1,1,1
30-49,11+,41,42,1,1,1
30-49,11+,42,42,1,1,1
30-49,11+,43,42,1,1,1
30-49,11+,44,42,1,1,1
30-49,11+,45,42,1,1,1
30-49,11+,46,42,1,1,1
30-49,11+,47,42,1,1,1
30-49,11+,48,42,1,1,1
30-49,11+,49,42,1,1,1
30-49,11+,30,43,1,1,1
30-49,11+,31,43,1,1,1
30-49,11+,32,43,1,1,1
30-49,11+,33,43,1,1,1
30-49,11+,34,43,1,1,1
30-49,11+,35,43,1,1,1
30-49,11+,36,43,1,1,1
30-49,11+,37,43,1,1,1
30-49,11+,38,43,1,1,1
30-49,11+,39,43,1,1,1
30-49,11+,40,43,1,1,1
30-49,11+,41,43,1,1,1
30-49,11+,42,43,1,1,1
30-49,11+,43,43,1,1,1
30-49,11+,44,43,1,1,1
30-49,11+,45,43,1,1,1
30-49,11+,46,43,1,1,1
30-49,11+,47,43,1,1,1
30-49,11+,48,43,1,1,1
30-49,11+,49,43,1,1,1
30-49,11+,30,44,1,1,1
30-49,11+,31,44,1,1,1
30-49,11+,32,44,1,1,1
30-49,11+,33,44,1,1,1
30-49,11+,34,44,1,1,1
30-49,11+,35,44,1,1,1
30-49,11+,36,44,1,1,1
30-49,11+,37,44,1,1,1
30-49,11+,38,44,1,1,1
30-49,11+,39,44,1,1,1
30-49,11+,40,44,1,1,1
30-49,11+,41,44,1,1,1
30-49,11+,42,44,1,1,1
30-49,11+,43,44,1,1,1
30-49,11+,44,44,1,1,1
30-49,11+,45,44,1,1,1
30-49,11+,46,44,1,1,1
30-49,11+,47,44,1,1,1
30-49,11+,48,44,1,1,1
30-49,11+,49,44,1,1,1
30-49,11+,30,45,1,1,1
30-49,11+,31,45,1,1,1
30-49,11+,32,45,1,1,1
30-49,11+,33,45,1,1,1
30-49,11+,34,45,1,1,1
30-49,11+,35,45,1,1,1
30-49,11+,36,45,1,1,1
30-49,11+,37,45,1,1,1
30-49,11+,38,45,1,1,1
30-49,11+,39,45,1,1,1
30-49,11+,40,45,1,1,1
30-49,11+,41,45,1,1,1
30-49,11+,42,45,1,1,1
30-49,11+,43,45,1,1,1
30-49,11+,44,45,1,1,1
30-49,11+,45,45,1,1,1
30-49,11+,46,45,1,1,1
30-49,11+,47,45,1,1,1
30-49,11+,48,45,1,1,1
30-49,11+,49,45,1,1,1
30-49,11+,30,46,1,1,1
30-49,11+,31,46,1,1,1
30-49,11+,32,46,1,1,1
30-49,11+,33,46,1,1,1
30-49,11+,34,46,1,1,1
30-49,11+,35,46,1,1,1
30-49,11+,36,46,1,1,1
30-49,11+,37,46,1,1,1
30-49,11+,38,46,1,1,1
30-49,11+,39,46,1,1,1
30-49,11+,40,46,1,1,1
30-49,11+,41,46,1,1,1
30-49,11+,42,46,1,1,1
30-49,11+,43,46,1,1,1
30-49,11+,44,46,1,1,1
30-49,11+,45,46,1,1,1
30-49,11+,46,46,1,1,1
30-49,11+,47,46,1,1,1
30-49,11+,48,46,1,1,1
30-49,11+,49,46,1,1,1
30-49,11+,30,47,1,1,1
30-49,11+,31,47,1,1,1
30-49,11+,32,47,1,1,1
30-49,11+,33,47,1,1,1
30-49,11+,34,47,1,1,1
30-49,11+,35,47,1,1,1
30-49,11+,36,47,1,1,1
30-49,11+,37,47,1,1,1
30-49,11+,38,47,1,1,1
30-49,11+,39,47,1,1,1
30-49,11+,40,47,1,1,1
30-49,11+,41,47,1,1,1
30-49,11+,42,47,1,1,1
30-49,11+,43,47,1,1,1
30-49,11+,44,47,1,1,1
30-49,11+,45,47,1,1,1
30-49,11+,46,47,1,1,1
30-49,11+,47,47,1,1,1
30-49,11+,48,47,1,1,1
30-49,11+,49,47,1,1,1
30-49,11+,30,48,1,1,1
30-49,11+,31,48,1,1,1
30-49,11+,32,48,1,1,1
30-49,11+,33,48,1,1,1
30-49,11+,34,48,1,1,1
30-49,11+,35,48,1,1,1
30-49,11+,36,48,1,1,1
30-49,11+,37,48,1,1,1
30-49,11+,38,48,1,1,1
30-49,11+,39,48,1,1,1
30-49,11+,40,48,1,1,1
30-49,11+,41,48,1,1,1
30-49,11+,42,48,1,1,1
30-49,11+,43,48,1,1,1
30-49,11+,44,48,1,1,1
30-49,11+,45,48,1,1,1
30-49,11+,46,48,1,1,1
30-49,11+,47,48,1,1,1
30-49,11+,48,48,1,1,1
30-49,11+,49,48,1,1,1
30-49,11+,30,49,1,1,1
30-49,11+,31,49,1,1,1
30-49,11+,32,49,1,1,1
30-49,11+,33,49,1,1,1
30-49,11+,34,49,1,1,1
30-49,11+,35,49,1,1,1
30-49,11+,36,49,1,1,1
30-49,11+,37,49,1,1,1
30-49,11+,38,49,1,1,1
30-49,11+,39,49,1,1,1
30-49,11+,40,49,1,1,1
30-49,11+,41,49,1,1,1
30-49,11+,42,49,1,1,1
30-49,11+,43,49,1,1,1
30-49,11+,44,49,1,1,1
30-49,11+,45,49,1,1,1
30-49,11+,46,49,1,1,1
30-49,11+,47,49,1,1,1
30-49,11+,48,49,1,1,1
30-49,11+,49,49,1,1,1
30-49,11+,30,50,1,1,1
30-49,11+,31,50,1,1,1
30-49,11+,32,50,1,1,1
30-49,11+,33,50,1,1,1
30-49,11+,34,50,1,1,1
30-49,11+,35,50,1,1,1
30-49,11+,36,50,1,1,1
30-49,11+,37,50,1,1,1
30-49,11+,38,50,1,1,1
30-49,11+,39,50,1,1,1
30-49,11+,40,50,1,1,1
30-49,11+,41,50,1,1,1
30-49,11+,42,50,1,1,1
30-49,11+,43,50,1,1,1
30-49,11+,44,50,1,1,1
30-49,11+,45,50,1,1,1
30-49,11+,46,50,1,1,1
30-49,11+,47,50,1,1,1
30-49,11+,48,50,1,1,1
30-49,11+,49,50,1,1,1
30-49,11+,30,51,1,1,1
30-49,11+,31,51,1,1,1
30-49,11+,32,51,1,1,1
30-49,11+,33,51,1,1,1
30-49,11+,34,51,1,1,1
30-49,11+,35,51,1,1,1
30-49,11+,36,51,1,1,1
30-49,11+,37,51,1,1,1
30-49,11+,38,51,1,1,1
30-49,11+,39,51,1,1,1
30-49,11+,40,51,1,1,1
30-49,11+,41,51,1,1,1
30-49,11+,42,51,1,1,1
30-49,11+,43,51,1,1,1
30-49,11+,44,51,1,1,1
30-49,11+,45,51,1,1,1
30-49,11+,46,51,1,1,1
30-49,11+,47,51,1,1,1
30-49,11+,48,51,1,1,1
30-49,11+,49,51,1,1,1
30-49,11+,30,52,1,1,1
30-49,11+,31,52,1,1,1
30-49,11+,32,52,1,1,1
30-49,11+,33,52,1,1,1
30-49,11+,34,52,1,1,1
30-49,11+,35,52,1,1,1
30-49,11+,36,52,1,1,1
30-49,11+,37,52,1,1,1
30-49,11+,38,52,1,1,1
30-49,11+,39,52,1,1,1
30-49,11+,40,52,1,1,1
30-49,11+,41,52,1,1,1
30-49,11+,42,52,1,1,1
30-49,11+,43,52,1,1,1
30-49,11+,44,52,1,1,1
30-49,11+,45,52,1,1,1
30-49,11+,46,52,1,1,1
30-49,11+,47,52,1,1,1
30-49,11+,48,52,1,1,1
30-49,11+,49,52,1,1,1
30-49,11+,30,53,1,1,1
30-49,11+,31,53,1,1,1
30-49,11+,32,53,1,1,1
30-49,11+,33,53,1,1,1
30-49,11+,34,53,1,1,1
30-49,11+,35,53,1,1,1
30-49,11+,36,53,1,1,1
30-49,11+,37,53,1,1,1
30-49,11+,38,53,1,1,1
30-49,11+,39,53,1,1,1
30-49,11+,40,53,1,1,1
30-49,11+,41,53,1,1,1
30-49,11+,42,53,1,1,1
30-49,11+,43,53,1,1,1
30-49,11+,44,53,1,1,1
30-49,11+,45,53,1,1,1
30-49,11+,46,53,1,1,1
30-49,11+,47,53,1,1,1
30-49,11+,48,53,1,1,1
30-49,11+,49,53,1,1,1
30-49,11+,30,54,1,1,1
30-49,11+,31,54,1,1,1
30-49,11+,32,54,1,1,1
30-49,11+,33,54,1,1,1
30-49,11+,34,54,1,1,1
30-49,11+,35,54,1,1,1
30-49,11+,36,54,1,1,1
30-49,11+,37,54,1,1,1
30-49,11+,38,54,1,1,1
30-49,11+,39,54,1,1,1
30-49,11+,40,54,1,1,1
30-49,11+,41,54,1,1,1
30-49,11+,42,54,1,1,1
30-49,11+,43,54,1,1,1
30-49,11+,44,54,1,1,1
30-49,11+,45,54,1,1,1
30-49,11+,46,54,1,1,1
30-49,11+,47,54,1,1,1
30-49,11+,48,54,1,1,1
30-49,11+,49,54,1,1,1
30-49,11+,30,55,1,1,1
30-49,11+,31,55,1,1,1
30-49,11+,32,55,1,1,1
30-49,11+,33,55,1,1,1
30-49,11+,34,55,1,1,1
30-49,11+,35,55,1,1,1
30-49,11+,36,55,1,1,1
30-49,11+,37,55,1,1,1
30-49,11+,38,55,1,1,1
30-49,11+,39,55,1,1,1
30-49,11+,40,55,1,1,1
30-49,11+,41,55,1,1,1
30-49,11+,42,55,1,1,1
30-49,11+,43,55,1,1,1
30-49,11+,44,55,1,1,1
30-49,11+,45,55,1,1,1
30-49,11+,46,55,1,1,1
30-49,11+,47,55,1,1,1
30-49,11+,48,55,1,1,1
30-49,11+,49,55,1,1,1
30-49,11+,30,56,1,1,1
30-49,11+,31,56,1,1,1
30-49,11+,32,56,1,1,1
30-49,11+,33,56,1,1,1
30-49,11+,34,56,1,1,1
30-49,11+,35,56,1,1,1
30-49,11+,36,56,1,1,1
30-49,11+,37,56,1,1,1
30-49,11+,38,56,1,1,1
30-49,11+,39,56,1,1,1
30-49,11+,40,56,1,1,1
30-49,11+,41,56,1,1,1
30-49,11+,42,56,1,1,1
30-49,11+,43,56,1,1,1
30-49,11+,44,56,1,1,1
30-49,11+,45,56,1,1,1
30-49,11+,46,56,1,1,1
30-49,11+,47,56,1,1,1
30-49,11+,48,56,1,1,1
30-49,11+,49,56,1,1,1
30-49,11+,30,57,1,1,1
30-49,11+,31,57,1,1,1
30-49,11+,32,57,1,1,1
30-49,11+,33,57,1,1,1
30-49,11+,34,57,1,1,1
30-49,11+,35,57,1,1,1
30-49,11+,36,57,1,1,1
30-49,11+,37,57,1,1,1
30-49,11+,38,57,1,1,1
30-49,11+,39,57,1,1,1
30-49,11+,40,57,1,1,1
30-49,11+,41,57,1,1,1
30-49,11+,42,57,1,1,1
30-49,11+,43,57,1,1,1
30-49,11+,44,57,1,1,1
30-49,11+,45,57,1,1,1
30-49,11+,46,57,1,1,1
30-49,11+,47,57,1,1,1
30-49,11+,48,57,1,1,1
30-49,11+,49,57,1,1,1
30-49,11+,30,58,1,1,1
30-49,11+,31,58,1,1,1
30-49,11+,32,58,1,1,1
30-49,11+,33,58,1,1,1
30-49,11+,34,58,1,1,1
30-49,11+,35,58,1,1,1
30-49,11+,36,58,1,1,1
30-49,11+,37,58,1,1,1
30-49,11+,38,58,1,1,1
30-49,11+,39,58,1,1,1
30-49,11+,40,58,1,1,1
30-49,11+,41,58,1,1,1
30-49,11+,42,58,1,1,1
30-49,11+,43,58,1,1,1
30-49,11+,44,58,1,1,1
30-49,11+,45,58,1,1,1
30-49,11+,46,58,1,1,1
30-49,11+,47,58,1,1,1
30-49,11+,48,58,1,1,1
30-49,11+,49,58,1,1,1
30-49,11+,30,59,1,1,1
30-49,11+,31,59,1,1,1
30-49,11+,32,59,1,1,1
30-49,11+,33,59,1,1,1
30-49,11+,34,59,1,1,1
30-49,11+,35,59,1,1,1
30-49,11+,36,59,1,1,1
30-49,11+,37,59,1,1,1
30-49,11+,38,59,1,1,1
30-49,11+,39,59,1,1,1
30-49,11+,40,59,1,1,1
30-49,11+,41,59,1,1,1
30-49,11+,42,59,1,1,1
30-49,11+,43,59,1,1,1
30-49,11+,44,59,1,1,1
30-49,11+,45,59,1,1,1
30-49,11+,46,59,1,1,1
30-49,11+,47,59,1,1,1
30-49,11+,48,59,1,1,1
30-49,11+,49,59,1,1,1
30-49,11+,30,60,1,1,1
30-49,11+,31,60,1,1,1
30-49,11+,32,60,1,1,1
30-49,11+,33,60,1,1,1
30-49,11+,34,60,1,1,1
30-49,11+,35,60,1,1,1
30-49,11+,36,60,1,1,1
30-49,11+,37,60,1,1,1
30-49,11+,38,60,1,1,1
30-49,11+,39,60,1,1,1
30-49,11+,40,60,1,1,1
30-49,11+,41,60,1,1,1
30-49,11+,42,60,1,1,1
30-49,11+,43,60,1,1,1
30-49,11+,44,60,1,1,1
30-49,11+,45,60,1,1,1
30-49,11+,46,60,1,1,1
30-49,11+,47,60,1,1,1
30-49,11+,48,60,1,1,1
30-49,11+,49,60,1,1,1
30-49,11+,30,61,1,1,1
30-49,11+,31,61,1,1,1
30-49,11+,32,61,1,1,1
30-49,11+,33,61,1,1,1
30-49,11+,34,61,1,1,1
30-49,11+,35,61,1,1,1
30-49,11+,36,61,1,1,1
30-49,11+,37,61,1,1,1
30-49,11+,38,61,1,1,1
30-49,11+,39,61,1,1,1
30-49,11+,40,61,1,1,1
30-49,11+,41,61,1,1,1
30-49,11+,42,61,1,1,1
30-49,11+,43,61,1,1,1
30-49,11+,44,61,1,1,1
30-49,11+,45,61,1,1,1
30-49,11+,46,61,1,1,1
30-49,11+,47,61,1,1,1
30-49,11+,48,61,1,1,1
30-49,11+,49,61,1,1,1
30-49,11+,30,62,1,1,1
30-49,11+,31,62,1,1,1
30-49,11+,32,62,1,1,1
30-49,11+,33,62,1,1,1
30-49,11+,34,62,1,1,1
30-49,11+,35,62,1,1,1
30-49,11+,36,62,1,1,1
30-49,11+,37,62,1,1,1
30-49,11+,38,62,1,1,1
30-49,11+,39,62,1,1,1
30-49,11+,40,62,1,1,1
30-49,11+,41,62,1,1,1
30-49,11+,42,62,1,1,1
30-49,11+,43,62,1,1,1
30-49,11+,44,62,1,1,1
30-49,11+,45,62,1,1,1
30-49,11+,46,62,1,1,1
30-49,11+,47,62,1,1,1
30-49,11+,48,62,1,1,1
30-49,11+,49,62,1,1,1
30-49,11+,30,63,1,1,1
30-49,11+,31,63,1,1,1
30-49,11+,32,63,1,1,1
30-49,11+,33,63,1,1,1
30-49,11+,34,63,1,1,1
30-49,11+,35,63,1,1,1
30-49,11+,36,63,1,1,1
30-49,11+,37,63,1,1,1
30-49,11+,38,63,1,1,1
30-49,11+,39,63,1,1,1
30-49,11+,40,63,1,1,1
30-49,11+,41,63,1,1,1
30-49,11+,42,63,1,1,1
30-49,11+,43,63,1,1,1
30-49,11+,44,63,1,1,1
30-49,11+,45,63,1,1,1
30-49,11+,46,63,1,1,1
30-49,11+,47,63,1,1,1
30-49,11+,48,63,1,1,1
30-49,11+,49,63,1,1,1
30-49,11+,30,64,1,1,1
30-49,11+,31,64,1,1,1
30-49,11+,32,64,1,1,1
30-49,11+,33,64,1,1,1
30-49,11+,34,64,1,1,1
30-49,11+,35,64,1,1,1
30-49,11+,36,64,1,1,1
30-49,11+,37,64,1,1,1
30-49,11+,38,64,1,1,1
30-49,11+,39,64,1,1,1
30-49,11+,40,64,1,1,1
30-49,11+,41,64,1,1,1
30-49,11+,42,64,1,1,1
30-49,11+,43,64,1,1,1
30-49,11+,44,64,1,1,1
30-49,11+,45,64,1,1,1
30-49,11+,46,64,1,1,1
30-49,11+,47,64,1,1,1
30-49,11+,48,64,1,1,1
30-49,11+,49,64,1,1,1
30-49,11+,30,65,1,1,1
30-49,11+,31,65,1,1,1
30-49,11+,32,65,1,1,1
30-49,11+,33,65,1,1,1
30-49,11+,34,65,1,1,1
30-49,11+,35,65,1,1,1
30-49,11+,36,65,1,1,1
30-49,11+,37,65,1,1,1
30-49,11+,38,65,1,1,1
30-49,11+,39,65,1,1,1
30-49,11+,40,65,1,1,1
30-49,11+,41,65,1,1,1
30-49,11+,42,65,1,1,1
30-49,11+,43,65,1,1,1
30-49,11+,44,65,1,1,1
30-49,11+,45,65,1,1,1
30-49,11+,46,65,1,1,1
30-49,11+,47,65,1,1,1
30-49,11+,48,65,1,1,1
30-49,11+,49,65,1,1,1
30-49,11+,30,66,1,1,1
30-49,11+,31,66,1,1,1
30-49,11+,32,66,1,1,1
30-49,11+,33,66,1,1,1
30-49,11+,34,66,1,1,1
30-49,11+,35,66,1,1,1
30-49,11+,36,66,1,1,1
30-49,11+,37,66,1,1,1
30-49,11+,38,66,1,1,1
30-49,11+,39,66,1,1,1
30-49,11+,40,66,1,1,1
30-49,11+,41,66,1,1,1
30-49,11+,42,66,1,1,1
30-49,11+,43,66,1,1,1
30-49,11+,44,66,1,1,1
30-49,11+,45,66,1,1,1
30-49,11+,46,66,1,1,1
30-49,11+,47,66,1,1,1
30-49,11+,48,66,1,1,1
30-49,11+,49,66,1,1,1
30-49,11+,30,67,1,1,1
30-49,11+,31,67,1,1,1
30-49,11+,32,67,1,1,1
30-49,11+,33,67,1,1,1
30-49,11+,34,67,1,1,1
30-49,11+,35,67,1,1,1
30-49,11+,36,67,1,1,1
30-49,11+,37,67,1,1,1
30-49,11+,38,67,1,1,1
30-49,11+,39,67,1,1,1
30-49,11+,40,67,1,1,1
30-49,11+,41,67,1,1,1
30-49,11+,42,67,1,1,1
30-49,11+,43,67,1,1,1
30-49,11+,44,67,1,1,1
30-49,11+,45,67,1,1,1
30-49,11+,46,67,1,1,1
30-49,11+,47,67,1,1,1
30-49,11+,48,67,1,1,1
30-49,11+,49,67,1,1,1
30-49,11+,30,68,1,1,1
30-49,11+,31,68,1,1,1
30-49,11+,32,68,1,1,1
30-49,11+,33,68,1,1,1
30-49,11+,34,68,1,1,1
30-49,11+,35,68,1,1,1
30-49,11+,36,68,1,1,1
30-49,11+,37,68,1,1,1
30-49,11+,38,68,1,1,1
30-49,11+,39,68,1,1,1
30-49,11+,40,68,1,1,1
30-49,11+,41,68,1,1,1
30-49,11+,42,68,1,1,1
30-49,11+,43,68,1,1,1
30-49,11+,44,68,1,1,1
30-49,11+,45,68,1,1,1
30-49,11+,46,68,1,1,1
30-49,11+,47,68,1,1,1
30-49,11+,48,68,1,1,1
30-49,11+,49,68,1,1,1
30-49,11+,30,69,1,1,1
30-49,11+,31,69,1,1,1
30-49,11+,32,69,1,1,1
30-49,11+,33,69,1,1,1
30-49,11+,34,69,1,1,1
30-49,11+,35,69,1,1,1
30-49,11+,36,69,1,1,1
30-49,11+,37,69,1,1,1
30-49,11+,38,69,1,1,1
30-49,11+,39,69,1,1,1
30-49,11+,40,69,1,1,1
30-49,11+,41,69,1,1,1
30-49,11+,42,69,1,1,1
30-49,11+,43,69,1,1,1
30-49,11+,44,69,1,1,1
30-49,11+,45,69,1,1,1
30-49,11+,46,69,1,1,1
30-49,11+,47,69,1,1,1
30-49,11+,48,69,1,1,1
30-49,11+,49,69,1,1,1
30-49,11+,30,70,1,1,1
30-49,11+,31,70,1,1,1
30-49,11+,32,70,1,1,1
30-49,11+,33,70,1,1,1
30-49,11+,34,70,1,1,1
30-49,11+,35,70,1,1,1
30-49,11+,36,70,1,1,1
30-49,11+,37,70,1,1,1
30-49,11+,38,70,1,1,1
30-49,11+,39,70,1,1,1
30-49,11+,40,70,1,1,1
30-49,11+,41,70,1,1,1
30-49,11+,42,70,1,1,1
30-49,11+,43,70,1,1,1
30-49,11+,44,70,1,1,1
30-49,11+,45,70,1,1,1
30-49,11+,46,70,1,1,1
30-49,11+,47,70,1,1,1
30-49,11+,48,70,1,1,1
30-49,11+,49,70,1,1,1
30-49,11+,30,71,1,1,1
30-49,11+,31,71,1,1,1
30-49,11+,32,71,1,1,1
30-49,11+,33,71,1,1,1
30-49,11+,34,71,1,1,1
30-49,11+,35,71,1,1,1
30-49,11+,36,71,1,1,1
30-49,11+,37,71,1,1,1
30-49,11+,38,71,1,1,1
30-49,11+,39,71,1,1,1
30-49,11+,40,71,1,1,1
30-49,11+,41,71,1,1,1
30-49,11+,42,71,1,1,1
30-49,11+,43,71,1,1,1
30-49,11+,44,71,1,1,1
30-49,11+,45,71,1,1,1
30-49,11+,46,71,1,1,1
30-49,11+,47,71,1,1,1
30-49,11+,48,71,1,1,1
30-49,11+,49,71,1,1,1
30-49,11+,30,72,1,1,1
30-49,11+,31,72,1,1,1
30-49,11+,32,72,1,1,1
30-49,11+,33,72,1,1,1
30-49,11+,34,72,1,1,1
30-49,11+,35,72,1,1,1
30-49,11+,36,72,1,1,1
30-49,11+,37,72,1,1,1
30-49,11+,38,72,1,1,1
30-49,11+,39,72,1,1,1
30-49,11+,40,72,1,1,1
30-49,11+,41,72,1,1,1
30-49,11+,42,72,1,1,1
30-49,11+,43,72,1,1,1
30-49,11+,44,72,1,1,1
30-49,11+,45,72,1,1,1
30-49,11+,46,72,1,1,1
30-49,11+,47,72,1,1,1
30-49,11+,48,72,1,1,1
30-49,11+,49,72,1,1,1
30-49,11+,30,73,1,1,1
30-49,11+,31,73,1,1,1
30-49,11+,32,73,1,1,1
30-49,11+,33,73,1,1,1
30-49,11+,34,73,1,1,1
30-49,11+,35,73,1,1,1
30-49,11+,36,73,1,1,1
30-49,11+,37,73,1,1,1
30-49,11+,38,73,1,1,1
30-49,11+,39,73,1,1,1
30-49,11+,40,73,1,1,1
30-49,11+,41,73,1,1,1
30-49,11+,42,73,1,1,1
30-49,11+,43,73,1,1,1
30-49,11+,44,73,1,1,1
30-49,11+,45,73,1,1,1
30-49,11+,46,73,1,1,1
30-49,11+,47,73,1,1,1
30-49,11+,48,73,1,1,1
30-49,11+,49,73,1,1,1
30-49,11+,30,74,1,1,1
30-49,11+,31,74,1,1,1
30-49,11+,32,74,1,1,1
30-49,11+,33,74,1,1,1
30-49,11+,34,74,1,1,1
30-49,11+,35,74,1,1,1
30-49,11+,36,74,1,1,1
30-49,11+,37,74,1,1,1
30-49,11+,38,74,1,1,1
30-49,11+,39,74,1,1,1
30-49,11+,40,74,1,1,1
30-49,11+,41,74,1,1,1
30-49,11+,42,74,1,1,1
30-49,11+,43,74,1,1,1
30-49,11+,44,74,1,1,1
30-49,11+,45,74,1,1,1
30-49,11+,46,74,1,1,1
30-49,11+,47,74,1,1,1
30-49,11+,48,74,1,1,1
30-49,11+,49,74,1,1,1
30-49,11+,30,75,1,1,1
30-49,11+,31,75,1,1,1
30-49,11+,32,75,1,1,1
30-49,11+,33,75,1,1,1
30-49,11+,34,75,1,1,1
30-49,11+,35,75,1,1,1
30-49,11+,36,75,1,1,1
30-49,11+,37,75,1,1,1
30-49,11+,38,75,1,1,1
30-49,11+,39,75,1,1,1
30-49,11+,40,75,1,1,1
30-49,11+,41,75,1,1,1
30-49,11+,42,75,1,1,1
30-49,11+,43,75,1,1,1
30-49,11+,44,75,1,1,1
30-49,11+,45,75,1,1,1
30-49,11+,46,75,1,1,1
30-49,11+,47,75,1,1,1
30-49,11+,48,75,1,1,1
30-49,11+,49,75,1,1,1
30-49,11+,30,76,1,1,1
30-49,11+,31,76,1,1,1
30-49,11+,32,76,1,1,1
30-49,11+,33,76,1,1,1
30-49,11+,34,76,1,1,1
30-49,11+,35,76,1,1,1
30-49,11+,36,76,1,1,1
30-49,11+,37,76,1,1,1
30-49,11+,38,76,1,1,1
30-49,11+,39,76,1,1,1
30-49,11+,40,76,1,1,1
30-49,11+,41,76,1,1,1
30-49,11+,42,76,1,1,1
30-49,11+,43,76,1,1,1
30-49,11+,44,76,1,1,1
30-49,11+,45,76,1,1,1
30-49,11+,46,76,1,1,1
30-49,11+,47,76,1,1,1
30-49,11+,48,76,1,1,1
30-49,11+,49,76,1,1,1
30-49,11+,30,77,1,1,1
30-49,11+,31,77,1,1,1
30-49,11+,32,77,1,1,1
30-49,11+,33,77,1,1,1
30-49,11+,34,77,1,1,1
30-49,11+,35,77,1,1,1
30-49,11+,36,77,1,1,1
30-49,11+,37,77,1,1,1
30-49,11+,38,77,1,1,1
30-49,11+,39,77,1,1,1
30-49,11+,40,77,1,1,1
30-49,11+,41,77,1,1,1
30-49,11+,42,77,1,1,1
30-49,11+,43,77,1,1,1
30-49,11+,44,77,1,1,1
30-49,11+,45,77,1,1,1
30-49,11+,46,77,1,1,1
30-49,11+,47,77,1,1,1
30-49,11+,48,77,1,1,1
30-49,11+,49,77,1,1,1
30-49,11+,30,78,1,1,1
30-49,11+,31,78,1,1,1
30-49,11+,32,78,1,1,1
30-49,11+,33,78,1,1,1
30-49,11+,34,78,1,1,1
30-49,11+,35,78,1,1,1
30-49,11+,36,78,1,1,1
30-49,11+,37,78,1,1,1
30-49,11+,38,78,1,1,1
30-49,11+,39,78,1,1,1
30-49,11+,40,78,1,1,1
